datetime;open;high;low;close;volume
2024-04-25 09:30:00;169.67999;171.00000;166.37000;170.64000;12112702
2024-04-25 09:45:00;170.64000;171.41400;170.03000;170.37500;2495196
2024-04-25 10:00:00;170.37500;171.53999;170.03999;171.34731;1996233
2024-04-25 10:15:00;171.34039;171.90500;171.32001;171.60001;2009647
2024-04-25 10:30:00;171.59660;171.77000;170.82001;171.02750;1368015
2024-04-25 10:45:00;171.03999;171.48500;170.55499;171.42999;1289922
2024-04-25 11:00:00;171.41000;171.78999;171.33000;171.37990;950709
2024-04-25 11:15:00;171.36501;171.41000;170.84000;171.35001;1062359
2024-04-25 11:30:00;171.36000;171.72000;171.08031;171.59000;1037348
2024-04-25 11:45:00;171.59000;172.38000;171.20000;172.33000;1093327
2024-04-25 12:00:00;172.31000;172.47000;171.78999;172.14590;981379
2024-04-25 12:15:00;172.14999;172.59000;171.84000;172.39500;808035
2024-04-25 12:30:00;172.40010;172.52991;172.11000;172.47000;876258
2024-04-25 12:45:00;172.46500;172.68880;172.09000;172.50999;852599
2024-04-25 13:00:00;172.52541;172.82001;172.11000;172.12750;774643
2024-04-25 13:15:00;172.14000;172.39000;171.78999;172.36639;726167
2024-04-25 13:30:00;172.35001;172.95000;172.30000;172.86000;746054
2024-04-25 13:45:00;172.85001;173.23990;172.77341;173.08501;812920
2024-04-25 14:00:00;173.08501;173.14000;172.82001;172.91000;715451
2024-04-25 14:15:00;172.91000;173.11000;172.34000;172.34000;609763
2024-04-25 14:30:00;172.34500;172.73000;172.18030;172.45000;685601
2024-04-25 14:45:00;172.45000;172.71001;172.25000;172.71001;565642
2024-04-25 15:00:00;172.72000;173.38000;172.69000;173.34010;927986
2024-04-25 15:15:00;173.35001;173.92000;173.32001;173.81000;1057490
2024-04-25 15:30:00;173.81000;173.82080;173.24300;173.45000;1015042
2024-04-25 15:45:00;173.45000;173.75999;173.06000;173.64000;2387316
2024-04-26 09:30:00;177.67999;178.03000;176.22000;176.44000;4638845
2024-04-26 09:45:00;176.44000;177.37880;176.13000;177.00000;1820556
2024-04-26 10:00:00;177.00000;177.92000;176.98000;177.16000;2159417
2024-04-26 10:15:00;177.16000;177.84801;176.99001;177.38499;1636437
2024-04-26 10:30:00;177.39500;178.39000;177.16000;178.35001;1393994
2024-04-26 10:45:00;178.34360;178.92000;178.33000;178.73000;1147086
2024-04-26 11:00:00;178.74001;179.19000;178.06000;178.33000;1402748
2024-04-26 11:15:00;178.33000;178.99001;178.24500;178.99001;1150880
2024-04-26 11:30:00;178.99001;179.55000;178.64999;179.53999;1259581
2024-04-26 11:45:00;179.53999;179.84129;179.17000;179.24001;1230130
2024-04-26 12:00:00;179.24001;179.25000;178.99500;179.21001;1027401
2024-04-26 12:15:00;179.23000;179.85710;179.02000;179.81850;1553614
2024-04-26 12:30:00;179.81000;180.19000;179.50999;180.00999;1342689
2024-04-26 12:45:00;180.00900;180.68990;179.98351;180.62000;1139536
2024-04-26 13:00:00;180.62000;180.82001;180.39101;180.50999;984749
2024-04-26 13:15:00;180.50999;180.59000;179.84000;179.94569;994480
2024-04-26 13:30:00;179.96001;180.08000;179.50999;179.86501;1140248
2024-04-26 13:45:00;179.87000;180.17999;179.83501;180.05000;1005664
2024-04-26 14:00:00;180.06000;180.10001;179.36000;179.41000;927054
2024-04-26 14:15:00;179.40010;179.47501;179.13000;179.20000;798786
2024-04-26 14:30:00;179.21001;179.45000;179.06500;179.31979;732514
2024-04-26 14:45:00;179.31500;179.41000;178.98000;179.36000;657939
2024-04-26 15:00:00;179.35001;179.55811;179.21001;179.51759;1141292
2024-04-26 15:15:00;179.52000;179.91000;179.49001;179.89000;883735
2024-04-26 15:30:00;179.89000;179.95959;179.45000;179.50000;2221723
2024-04-26 15:45:00;179.50000;179.82001;179.39000;179.62000;2965709
2024-04-29 09:30:00;182.64000;183.53000;179.39999;179.92010;8903712
2024-04-29 09:45:00;180.00000;180.46950;179.39000;180.11000;3516792
2024-04-29 10:00:00;180.07001;180.42000;179.75000;179.98360;2394126
2024-04-29 10:15:00;180.00000;181.14999;179.97009;180.63000;2659541
2024-04-29 10:30:00;180.61000;181.16499;180.42000;180.54500;1672210
2024-04-29 10:45:00;180.53999;180.75000;180.30499;180.46001;1384815
2024-04-29 11:00:00;180.44000;180.63989;179.42999;179.57001;1908768
2024-04-29 11:15:00;179.59000;180.14990;179.49500;179.96500;1663363
2024-04-29 11:30:00;179.97501;180.07001;179.48000;180.03999;1129728
2024-04-29 11:45:00;180.03999;180.03999;179.67000;179.82001;798518
2024-04-29 12:00:00;179.82001;180.38000;179.78050;180.00000;1309872
2024-04-29 12:15:00;180.00000;180.14500;179.83000;180.13800;1337398
2024-04-29 12:30:00;180.13000;180.78000;180.02000;180.75999;1259825
2024-04-29 12:45:00;180.75211;180.84000;180.24001;180.39160;984129
2024-04-29 13:00:00;180.39999;180.60970;180.17000;180.55000;714593
2024-04-29 13:15:00;180.56000;180.98000;180.52000;180.96001;1015857
2024-04-29 13:30:00;180.96500;181.49001;180.87000;181.28000;1835639
2024-04-29 13:45:00;181.27000;181.39999;181.14999;181.21500;941141
2024-04-29 14:00:00;181.21500;181.22000;180.81000;180.82990;1196084
2024-04-29 14:15:00;180.82001;181.03000;180.50000;180.55499;973561
2024-04-29 14:30:00;180.55000;180.57001;179.97000;180.28000;1316302
2024-04-29 14:45:00;180.28799;180.53999;180.20000;180.41010;1032428
2024-04-29 15:00:00;180.41000;180.41000;179.50000;180.15829;2020902
2024-04-29 15:15:00;180.16000;180.34000;180.01500;180.13000;1130943
2024-04-29 15:30:00;180.14000;180.41000;180.05000;180.16000;1374724
2024-04-29 15:45:00;180.16499;181.02000;180.12000;180.97000;2983454
2024-04-30 09:30:00;180.95000;182.08000;180.60001;181.92000;5686244
2024-04-30 09:45:00;181.91750;181.94000;181.07001;181.61800;4047793
2024-04-30 10:00:00;181.60001;182.00999;180.80000;181.00999;2249559
2024-04-30 10:15:00;181.00999;181.27000;180.64999;180.64999;1843576
2024-04-30 10:30:00;180.63000;181.11000;180.50999;181.02000;1751554
2024-04-30 10:45:00;181.02000;181.28000;180.60001;180.72110;1716287
2024-04-30 11:00:00;180.75000;180.75000;179.48000;179.56320;2763716
2024-04-30 11:15:00;179.56000;179.89999;179.52010;179.69000;1492164
2024-04-30 11:30:00;179.70000;179.78000;178.70000;178.81000;1843524
2024-04-30 11:45:00;178.77499;179.14000;178.49001;179.10001;1900424
2024-04-30 12:00:00;179.11000;179.39999;178.73109;179.36000;1631811
2024-04-30 12:15:00;179.35001;179.77000;179.32001;179.76311;1584121
2024-04-30 12:30:00;179.76500;179.77000;178.72000;178.99181;1454309
2024-04-30 12:45:00;178.99001;179.14000;178.50000;178.81000;1326069
2024-04-30 13:00:00;178.82339;179.39999;178.66000;179.06000;1374394
2024-04-30 13:15:00;179.05499;179.78000;179.00000;179.46500;1359374
2024-04-30 13:30:00;179.47000;179.73000;179.40199;179.45010;1091308
2024-04-30 13:45:00;179.45500;179.96001;179.23000;179.69000;1311420
2024-04-30 14:00:00;179.70000;180.08000;179.69000;179.81000;1355688
2024-04-30 14:15:00;179.82500;179.95000;179.34000;179.42000;2013883
2024-04-30 14:30:00;179.44000;179.66000;179.38000;179.47000;2354213
2024-04-30 14:45:00;179.46001;179.53500;178.92000;179.03000;1520327
2024-04-30 15:00:00;179.02000;179.85989;178.94000;179.81000;2665277
2024-04-30 15:15:00;179.82001;179.92999;179.26680;179.31000;1986300
2024-04-30 15:30:00;179.31500;179.48000;179.14999;179.17000;2235700
2024-04-30 15:45:00;179.16000;179.42999;174.98000;175.44501;11955297
2024-05-01 09:30:00;181.89000;182.00000;178.25999;180.89000;14280109
2024-05-01 09:45:00;180.89999;182.23000;180.41000;181.45000;5762706
2024-05-01 10:00:00;181.46001;181.75999;178.92000;179.36320;4522212
2024-05-01 10:15:00;179.38000;180.20830;179.35001;180.01500;3337649
2024-05-01 10:30:00;180.02000;181.05991;179.94000;180.50999;2732802
2024-05-01 10:45:00;180.53149;180.80000;179.00000;179.03999;2297057
2024-05-01 11:00:00;179.05000;179.35001;177.63000;178.27000;2938991
2024-05-01 11:15:00;178.28999;178.31000;177.31000;178.00000;2573579
2024-05-01 11:30:00;178.00000;178.98000;177.88000;178.64999;2007930
2024-05-01 11:45:00;178.64999;178.75000;177.13000;177.14301;1831340
2024-05-01 12:00:00;177.14000;177.35001;176.56000;177.31000;2303892
2024-05-01 12:15:00;177.32001;177.63000;177.01010;177.53999;1559278
2024-05-01 12:30:00;177.54500;178.00999;177.02000;178.00999;1479363
2024-05-01 12:45:00;177.98000;178.05000;177.75999;177.98000;1168433
2024-05-01 13:00:00;177.97501;178.12000;177.66029;177.84990;1312212
2024-05-01 13:15:00;177.85001;178.86000;177.85001;178.31000;1332427
2024-05-01 13:30:00;178.31000;178.36000;177.62000;177.76720;1121277
2024-05-01 13:45:00;177.76500;178.61501;177.70000;178.39211;1264936
2024-05-01 14:00:00;178.39999;179.27000;178.25000;179.14050;2307340
2024-05-01 14:15:00;179.14500;180.43010;178.97000;180.35500;1873542
2024-05-01 14:30:00;180.34950;183.37000;179.71001;183.37000;6039004
2024-05-01 14:45:00;183.35500;183.95000;182.13000;183.92999;4244900
2024-05-01 15:00:00;183.94000;184.72000;183.16010;184.59000;4883593
2024-05-01 15:15:00;184.59000;185.14999;183.56171;184.44521;5576647
2024-05-01 15:30:00;184.43500;184.43500;180.66000;181.20869;4565021
2024-05-01 15:45:00;181.16000;181.63000;178.69000;178.80000;5214101
