datetime;open;high;low;close;volume
2024-04-25 09:30:00;394.09000;395.00000;388.23999;389.64001;6469872
2024-04-25 09:45:00;389.73499;391.98001;388.03549;391.42999;2265340
2024-04-25 10:00:00;391.57001;393.87000;390.97009;393.67999;1842961
2024-04-25 10:15:00;393.64999;394.54001;393.10999;394.10501;1253668
2024-04-25 10:30:00;394.07001;394.39990;392.31000;393.03101;1278956
2024-04-25 10:45:00;392.98999;393.01999;390.39999;390.70999;1197290
2024-04-25 11:00:00;390.57999;392.84909;390.56000;392.78000;1199090
2024-04-25 11:15:00;392.85001;393.10001;391.54999;392.39920;1260571
2024-04-25 11:30:00;392.39001;392.67001;391.92999;392.34500;804264
2024-04-25 11:45:00;392.28049;393.17001;391.79999;393.12961;565788
2024-04-25 12:00:00;393.04999;393.92999;392.64001;393.51999;786297
2024-04-25 12:15:00;393.53000;394.78000;393.37000;394.45001;644149
2024-04-25 12:30:00;394.45001;395.01001;394.25000;394.84970;605776
2024-04-25 12:45:00;394.83499;395.69000;394.62000;395.23001;584801
2024-04-25 13:00:00;395.29001;396.28000;395.29001;395.87000;743127
2024-04-25 13:15:00;395.93500;396.56500;394.94000;395.92999;769563
2024-04-25 13:30:00;395.91000;397.42999;395.76001;396.81000;704661
2024-04-25 13:45:00;396.76999;398.19800;396.76999;397.82001;735999
2024-04-25 14:00:00;397.82999;399.38000;397.67999;399.04999;740568
2024-04-25 14:15:00;399.04160;399.68851;397.22000;397.23001;810415
2024-04-25 14:30:00;397.23499;397.98001;396.64999;396.70999;629558
2024-04-25 14:45:00;396.73999;396.95999;396.01999;396.56000;599973
2024-04-25 15:00:00;396.56000;397.60001;396.49500;397.48999;804973
2024-04-25 15:15:00;397.54001;399.20999;397.42999;399.20999;903765
2024-04-25 15:30:00;399.21500;399.55530;397.98999;398.59000;1079870
2024-04-25 15:45:00;398.62750;399.88989;398.47000;399.51001;2509548
2024-04-26 09:30:00;412.41000;413.00000;405.76010;408.10001;6063047
2024-04-26 09:45:00;408.10001;410.37439;407.41751;409.17999;2012528
2024-04-26 10:00:00;409.14001;410.07999;407.51999;409.72000;1514015
2024-04-26 10:15:00;409.72501;412.31500;409.00000;409.91000;1651933
2024-04-26 10:30:00;409.90500;410.01001;408.51010;408.73999;1085420
2024-04-26 10:45:00;408.76999;411.55499;408.31000;410.81000;1018933
2024-04-26 11:00:00;410.82001;412.09000;408.98999;409.05499;933273
2024-04-26 11:15:00;409.09000;409.37000;408.60001;408.89001;1207149
2024-04-26 11:30:00;408.89001;409.51990;408.44000;409.45001;624384
2024-04-26 11:45:00;409.48001;410.00000;409.11499;409.78000;571244
2024-04-26 12:00:00;409.73999;410.10999;408.32999;408.62729;500633
