datetime;open;high;low;close;volume
2024-04-26 12:15:00;408.63141;409.17999;408.57001;408.67999;397172
2024-04-26 12:30:00;408.67999;409.00000;408.14499;408.95001;486891
2024-04-26 12:45:00;408.93109;409.56000;408.73999;409.56000;382998
2024-04-26 13:00:00;409.56000;409.77499;409.17001;409.30850;488882
2024-04-26 13:15:00;409.32999;409.45001;408.70999;409.35001;358080
2024-04-26 13:30:00;409.37000;410.20001;409.34131;409.83499;455592
2024-04-26 13:45:00;409.85999;410.17999;409.56000;409.67001;442558
2024-04-26 14:00:00;409.68500;409.76999;408.76660;408.79001;428794
2024-04-26 14:15:00;408.81000;408.95001;408.12000;408.54239;466492
2024-04-26 14:30:00;408.54001;408.72000;408.09000;408.64999;443827
2024-04-26 14:45:00;408.67230;409.14999;408.26999;409.04001;450867
2024-04-26 15:00:00;409.04999;409.19000;408.66501;409.09000;508620
2024-04-26 15:15:00;409.07999;409.69000;409.01999;409.60999;548003
2024-04-26 15:30:00;409.60999;409.66000;407.39249;407.46869;659970
2024-04-26 15:45:00;407.44989;407.81000;406.09000;406.14001;2152759
2024-04-29 09:30:00;404.61780;406.32001;399.67001;400.37000;2917649
2024-04-29 09:45:00;400.87500;401.62219;399.19000;401.34250;1563405
2024-04-29 10:00:00;401.28500;401.67999;400.25000;401.57501;1066939
2024-04-29 10:15:00;401.54001;401.77240;400.60999;401.15500;867064
2024-04-29 10:30:00;401.19000;402.63000;401.17999;401.76999;621083
2024-04-29 10:45:00;401.76501;402.01001;401.13000;401.92780;399723
2024-04-29 11:00:00;401.89999;402.10001;400.75629;401.24500;523100
2024-04-29 11:15:00;401.26001;401.29999;400.29001;400.46500;506138
2024-04-29 11:30:00;400.47000;400.91000;400.10349;400.86450;430236
2024-04-29 11:45:00;400.86630;400.95999;400.45001;400.89999;441252
2024-04-29 12:00:00;400.92001;401.17001;400.60001;400.95499;352493
2024-04-29 12:15:00;400.98001;401.37000;400.98001;401.20001;274863
2024-04-29 12:30:00;401.20001;401.63000;400.85001;401.53500;347928
2024-04-29 12:45:00;401.54001;401.67960;401.16681;401.41000;224690
2024-04-29 13:00:00;401.37500;401.39999;400.73001;400.86520;237823
2024-04-29 13:15:00;400.88000;401.17001;400.63000;401.03000;232332
2024-04-29 13:30:00;401.01999;401.47000;400.89999;401.42001;237653
2024-04-29 13:45:00;401.44000;402.16000;401.42001;402.03500;323650
2024-04-29 14:00:00;402.02499;402.07001;401.51999;401.64999;257593
2024-04-29 14:15:00;401.63000;401.82999;401.00000;401.11029;214005
2024-04-29 14:30:00;401.09000;401.17999;400.26999;400.78000;364318
2024-04-29 14:45:00;400.75000;401.07501;400.63181;400.99500;255377
2024-04-29 15:00:00;400.97000;400.97000;399.20001;400.39999;809766
2024-04-29 15:15:00;400.42999;401.14001;400.29001;401.01001;368435
2024-04-29 15:30:00;401.01501;401.44000;401.00000;401.19000;548065
2024-04-29 15:45:00;401.19000;402.28000;401.01001;402.20999;1353502
2024-04-30 09:30:00;401.48999;402.15030;399.82001;400.26001;1242210
2024-04-30 09:45:00;400.23999;400.29001;398.56000;399.67999;1087381
2024-04-30 10:00:00;399.60999;399.82999;398.67099;399.35999;697820
2024-04-30 10:15:00;399.36499;399.69000;398.70999;398.79001;873318
2024-04-30 10:30:00;398.79001;399.38000;398.78000;399.35818;523425
2024-04-30 10:45:00;399.35999;399.67999;398.85001;399.05170;499915
2024-04-30 11:00:00;399.00000;399.03989;396.84000;396.95001;1063765
2024-04-30 11:15:00;396.92001;397.41000;396.66000;396.79999;777730
2024-04-30 11:30:00;396.78000;397.19000;396.42001;396.72000;818769
2024-04-30 11:45:00;396.72000;397.58200;396.40039;397.34000;1279274
2024-04-30 12:00:00;397.36499;397.48001;396.72000;397.36499;563881
2024-04-30 12:15:00;397.32501;397.54999;396.84009;396.91000;308865
2024-04-30 12:30:00;396.92999;396.92999;394.82999;395.00000;646777
2024-04-30 12:45:00;394.98001;395.51990;394.79999;395.37000;415565
2024-04-30 13:00:00;395.38000;395.92001;395.06000;395.59070;431472
2024-04-30 13:15:00;395.60999;395.71552;395.20001;395.42499;279253
2024-04-30 13:30:00;395.42999;395.86771;395.32001;395.36560;300428
2024-04-30 13:45:00;395.35999;395.98001;395.26001;395.75000;341240
2024-04-30 14:00:00;395.75000;396.10999;395.29001;395.35599;363991
2024-04-30 14:15:00;395.38000;395.44000;394.20001;394.21500;640979
2024-04-30 14:30:00;394.20999;394.67001;394.06000;394.20001;598237
2024-04-30 14:45:00;394.22000;394.31000;393.20001;393.75989;671980
2024-04-30 15:00:00;393.72000;394.32001;393.67001;394.01001;559127
2024-04-30 15:15:00;394.01401;394.03049;393.25360;393.70709;635703
2024-04-30 15:30:00;393.70999;393.97000;393.10999;393.12750;1279637
2024-04-30 15:45:00;393.13000;393.69000;389.17001;389.27499;3773127
2024-05-01 09:30:00;392.44000;394.29999;390.31000;393.17001;2210533
2024-05-01 09:45:00;393.17001;393.26001;391.35001;391.99719;768305
2024-05-01 10:00:00;392.03000;392.73001;391.28000;392.59000;671396
2024-05-01 10:15:00;392.54001;393.66000;392.36890;393.62500;455101
2024-05-01 10:30:00;393.66000;395.24350;393.39661;394.64499;996497
2024-05-01 10:45:00;394.61011;395.20001;394.29999;394.67499;488107
2024-05-01 11:00:00;394.60999;395.03989;394.19000;394.67999;608544
2024-05-01 11:15:00;394.64001;395.62601;394.25000;394.60379;948928
2024-05-01 11:30:00;394.54001;394.91000;394.16000;394.50250;796215
2024-05-01 11:45:00;394.48999;394.53000;393.14999;393.17001;532871
2024-05-01 12:00:00;393.12000;393.50000;392.66000;393.42999;405033
2024-05-01 12:15:00;393.45001;393.70999;393.08401;393.67001;268056
2024-05-01 12:30:00;393.66000;393.85001;393.23999;393.73001;268321
2024-05-01 12:45:00;393.72000;394.57001;393.63000;394.47501;294471
2024-05-01 13:00:00;394.50500;394.73999;394.37000;394.57999;284676
2024-05-01 13:15:00;394.64001;395.03201;394.10999;394.91000;312920
2024-05-01 13:30:00;394.89999;395.28000;394.24359;394.31000;294092
2024-05-01 13:45:00;394.26999;394.60620;394.26999;394.56000;279400
2024-05-01 14:00:00;394.66000;395.80099;394.51001;395.01010;613260
2024-05-01 14:15:00;395.07999;396.74081;394.95999;396.63000;471707
2024-05-01 14:30:00;396.63000;399.75000;395.34329;399.72180;1064963
2024-05-01 14:45:00;399.73999;400.66000;398.38000;400.54999;951652
2024-05-01 15:00:00;400.63000;401.44000;400.12000;401.25000;861214
2024-05-01 15:15:00;401.29001;401.71991;399.54001;400.82999;870934
2024-05-01 15:30:00;400.82001;400.82001;396.76001;397.70001;893680
2024-05-01 15:45:00;397.73361;398.32999;394.79999;394.89999;2205102
